player_id,hs_athletic_background,skill_1,skill_1_rating,skill_2,skill_2_rating,skill_3,skill_3_rating,skill_4,skill_4_rating,skill_5,skill_5_rating,skill_6,skill_6_rating,skill_7,skill_7_rating,skill_8,skill_8_rating
201900001,"Nolan Smith is a 6-3, 232-pound Weak-Side Defensive End from Savannah, GA.",Pursuit,10,Closing Speed,10,First Step,10,Athleticism,10,Hand Quickness,9,Point of Attack,8,Instincts,8,Frame,8
201900002,-Basketball (Freshman)-Track & Field (Sophomore),Speed,9,Pursuit,9,Closing Speed,9,First Step,9,Athleticism,9,Hand Quickness,8,Instincts,8,Frame,8
201900003,Named the Gatorade Louisiana Player of the Year in 2018 and one of three finalists for Gatorade National Player of the YearEarned LSWA Class 2A All-State honors in 2017 and 20182018 First Team All-USA Louisiana Football Team/Defensive Player of the Year,Hips,10,Instincts,10,Ball Skills,10,Change of Direction,10,Speed,10,Tackling,9,Size,9,Physicality,8
201900004,"Ranked as the No. 1 receiver in the 2019 class and No. 19 player in the 2019 class, Haselwood revealed his Top 5 in an interesting way by sporting a pair of cleats with the logos of all the schools during his team's 3A state title victory. In those kicks, he came up with the game-winning touchdown catch to seal the 14-13 victory for Cedar Grove.",Ball Skills,10,Toughness,9,Strength,9,Hands,9,Yards After Catch,8,Route Running,8,Size,8,Speed,7
201900005,"Antonio Alfano is a Defensive Tackle from Rahway, NJ.",,,,,,,,,,,,,,,,
201900006,"Trey Sanders is a Running Back from Port Saint Joe, FL.",Power,9,Pass Catching,9,Make-miss ability,9,Feet,9,Burst,9,Build,9,Vision,8,Long Speed,8
201900007,"Evan Neal is a 6-7.5, 370-pound Offensive Tackle from Okeechobee, FL.",Strength,10,Punch,10,Frame,10,Run Blocking,9,Pass Blocking,9,Feet,7,Body Quickness,6,Athleticism,4
201900008,"Named South Carolina Mr. Football for 2018... Named South Carolina Football Gatorade Player of the Year for 2018. ..led T.L. Hanna to an upper state title and a berth in the Class 5A state championship game as a senior playing running back and defensively. ...Rushed for 110 yards in a 35-28 win against Dorman in the state playoffs, his first 100-yard rushing game of his career ...Shrine Bowl of the Carolinas selection. ...Named Defensive MVP of the Shrine Bowl of the Carolinas for 2018.",,,,,,,,,,,,,,,,
201900009,- Father Horace played football at Northern Illinois- Mother Shelby was All-American volleyball player at Northern Illinois.- Named the 2018 MaxPreps National Football Player of the Year and the 2019 All-American Bowl Player of the Year.- Led Mater Dei to two consecutive CIF and state titles in his junior and senior seasons.,Intangibles,10,Versatility,10,Ball Skills,9,Change of Direction,9,Explosiveness,9,Athleticism,9,Size,9,Speed,8
201900010,"Darnell Wright is a 6-6, 275-pound Offensive Tackle from Huntington, WV.",,,,,,,,,,,,,,,,
201900011,"Rattler, the Elite 11 MVP, is the first-ever Arizona quarterback to surpass the 11,000-yard mark in his high school career. Also excelled on the hardwood en route to leading Pinnacle to the 6A state championship as a junior, logging 18 points on 7-of-15 shooting in his final hoops game.",Delivery,10,Pocket Presence,9,Accuracy,9,Intangibles,8,Outside the pocket,8,Mobility,8,Arm Strength,8,Size,6
201900012,"Zach Harrison is a 6-5, 243-pound Weak-Side Defensive End from Lewis Center, OH.  Harrison is a two-time Ohio Division 1 All-State selection.",Pursuit,10,Closing Speed,10,Athleticism,10,Frame,10,Point of Attack,9,Hand Quickness,8,First Step,8,Instincts,7
201900013,Father played defensive end at Tennessee and Nicholls StateSecond Team MaxPreps All-American and Class 5A All-State in Louisiana in 20182018 First Team All-USA Louisiana Football Team2018 Class 5A First Team All-State,Burst,10,Pass Catching,9,Make-miss ability,9,Feet,9,Long Speed,9,Build,9,Power,8,Vision,7
201900014,"Daxton Hill is a Safety from Tulsa, OK.",Speed,10,Tackling,9,Versatility,9,Instincts,9,Playmaking,9,Frame,9,Cover Skills,8,Ball Skills,8
201900015,"2018: Was named the Houston Touchdown Club Offensive Player of the Year as a senior....2016: Was a Class 6A first-team all-state selection by the TSWA, Was named the District 21-6A Newcomer of the Year as a sophomore....2015: Was named a MaxPreps Freshman All-American",Strength,10,Punch,10,Run Blocking,10,Feet,8,Body Quickness,8,Frame,8,Pass Blocking,7,Athleticism,6
201900016,2018: Was the Unanimous District 26-6A Defensive Player of the Year as a senior....2017: Was named the District 27-6A Defensive MVP; Was an AP Class 6A second-team all-state selection as a junior....2016: Was a first-team all-district selection at DE as a sophomore,Versatility,10,Motor,10,Athleticism,9,Hand Quickness,9,Size,9,Explosiveness,8,Point of Attack,8,Strength,8
201900017,"Logan Brown is an Offensive Tackle from Grand Rapids, MI.",Strength,10,Frame,10,Punch,9,Feet,9,Body Quickness,9,Run Blocking,9,Athleticism,9,Pass Blocking,8
201900018,"Brandon Smith is a Linebacker from Mineral, VA.",Striking Ability,10,Size,10,Instincts,9,Athleticism,9,Tackling,9,Lateral Movement,8,Play in Space,8,Coverage ability,7
