interceptions_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,total_interceptions,interceptions_per_game,interception_yards,games_played,year,category
1,Irving,Manriquez,Irving Manriquez,/nm/albuquerque/del-norte-knights/athletes/irving-manriquez/football/stats/?careerid=fv451mounno99,fv451mounno99,"OT, DT",Del Norte,NM,17,17,1.7,0,10,2014,interceptions
2,Jakob,Magana,Jakob Magana,/ca/modesto/downey-knights/athletes/jakob-magana/football/stats/?careerid=cc3hahgur26bb,cc3hahgur26bb,"CB, WR",Downey,CA,14,14,1.2,97,12,2014,interceptions
3,Jaden,Buchanan,Jaden Buchanan,/pa/hegins/tri-valley-bulldogs/athletes/jaden-buchanan/football/stats/?careerid=unfrs0trg3ucc,unfrs0trg3ucc,"WR, DB",Tri-Valley,PA,14,14,1.2,158,12,2014,interceptions
4,Zac,Baker,Zac Baker,/mi/lansing/lansing-catholic-cougars/athletes/zac-baker/football/stats/?careerid=ebv7j808b1obb,ebv7j808b1obb,"CB, WR",Lansing Catholic,MI,13,13,0.9,88,14,2014,interceptions
5,Isaiah,Armstrong,Isaiah Armstrong,/ca/redlands/redlands-east-valley-wildcats/athletes/isaiah-armstrong/football/stats/?careerid=1i8fib6n88see,1i8fib6n88see,CB,Redlands East Valley,CA,13,13,0.9,107,15,2014,interceptions
6,Demerio,Houston,Demerio Houston,/nc/shelby/shelby-golden-lions/athletes/demerio-houston/football/stats/?careerid=u035v816m6ql5,u035v816m6ql5,"WR, DB",Shelby,NC,13,13,0.8,223,16,2014,interceptions
7,Cameron,Roberts,Cameron Roberts,/sc/charleston/northwood-academy-chargers/athletes/cameron-roberts/football/stats/?careerid=uut6cu9v4febb,uut6cu9v4febb,"DB, WR",Northwood Academy,SC,12,12,0.9,20,13,2014,interceptions
8,Ge'dari,Liverman,Ge'dari Liverman,/nc/elizabeth-city/northeastern-eagles/athletes/gedari-liverman/football/stats/?careerid=965sl27o6elh1,965sl27o6elh1,"ATH, FS",Northeastern,NC,12,12,0.9,319,14,2014,interceptions
9,Jonathan,Lampani,Jonathan Lampani,/mi/byron-center/grand-valley-christian-patriots-patriots/athletes/jonathan-lampani/football/stats/?careerid=g5rqqodgrkpbb,g5rqqodgrkpbb,"HB, SS",Grand Valley Christian Patriots,MI,11,11,1.2,99,9,2014,interceptions
10,Al-rashid,Coleman,Al-rashid Coleman,/nj/newark/shabazz-bulldogs/athletes/al-rashid-coleman/football/stats/?careerid=9b3qoafg0djl5,9b3qoafg0djl5,"CB, WR",Shabazz,NJ,11,11,1.2,76,9,2014,interceptions
11,Kode,Mwirigi,Kode Mwirigi,/nv/las-vegas/las-vegas-wildcats/athletes/kode-mwirigi/football/stats/?careerid=dgi23k56n68k4,dgi23k56n68k4,"WR, CB",Las Vegas,NV,11,11,1.0,55,11,2014,interceptions
12,John,Horn,John Horn,/ca/yuba-city/yuba-city-honkers/athletes/john-horn/football/stats/?careerid=if08o2cvii077,if08o2cvii077,"WR, FS",Yuba City,CA,11,11,1.0,158,11,2014,interceptions
13,Tom,Kenney,Tom Kenney,/il/mahomet/mahomet-seymour-bulldogs/athletes/tom-kenney/football/stats/?careerid=h5qq5n4mcmhg0,h5qq5n4mcmhg0,"WR, DB",Mahomet-Seymour,IL,11,11,1.0,36,11,2014,interceptions
14,Brad,Woodward,Brad Woodward,/in/poneto/southern-wells-raiders/athletes/brad-woodward/football/stats/?careerid=vr7pjgjk9houe,vr7pjgjk9houe,"WR, FS",Southern Wells,IN,11,11,0.9,221,12,2014,interceptions
15,Holton,Hill,Holton Hill,/tx/houston/lamar-texans/athletes/holton-hill/football/stats/?careerid=e73mdmpvjgi00,e73mdmpvjgi00,"DB, WR",Lamar,TX,11,11,0.9,105,12,2014,interceptions
16,Heath,Motes,Heath Motes,/az/thatcher/thatcher-eagles/athletes/heath-motes/football/stats/?careerid=l5760ib402kue,l5760ib402kue,"QB, FS",Thatcher,AZ,11,11,0.9,0,12,2014,interceptions
17,Darrion,Robinson,Darrion Robinson,/ms/liberty/amite-county-trojans/athletes/darrion-robinson/football/stats/?careerid=nih1f1dot2oue,nih1f1dot2oue,"WB, WR",Amite County,MS,11,11,0.9,185,12,2014,interceptions
18,Khalil,Dorsey,Khalil Dorsey,/ca/ontario/colony-titans/athletes/khalil-dorsey/football/stats/?careerid=94328980jjoqa,94328980jjoqa,ATH,Colony,CA,11,11,0.8,248,13,2014,interceptions
19,Blake,Bayer,Blake Bayer,/ia/albia/albia-blue-demons/athletes/blake-bayer/football/stats/?careerid=l4fsvpnbpl800,l4fsvpnbpl800,"FS, QB",Albia,IA,11,11,0.8,0,13,2014,interceptions
20,Cam,Harris,Cam Harris,/nc/greensboro/northern-guilford-nighthawks/athletes/cam-harris/football/stats/?careerid=nq03dpqacvuj3,nq03dpqacvuj3,"QB, WR",Northern Guilford,NC,11,11,0.7,124,15,2014,interceptions
21,Mason,Dermott,Mason Dermott,/va/roanoke/hidden-valley-titans/athletes/mason-dermott/football/stats/?careerid=af08tide2bkm6,af08tide2bkm6,"RB, SS",Hidden Valley,VA,10,10,1.2,25,8,2014,interceptions
22,DeAndre,Gamble,DeAndre Gamble,/sc/pickens/carolina-wildcats-wildcats/athletes/deandre-gamble/football/stats/?careerid=7rpgkgjg854vf,7rpgkgjg854vf,ATH,Carolina Wildcats,SC,10,10,1.1,341,9,2014,interceptions
23,Patrick,Althoff,Patrick Althoff,/il/decatur/st-teresa-bulldogs/athletes/patrick-althoff/football/stats/?careerid=ivs9eq6slagi2,ivs9eq6slagi2,"WR, FS",St. Teresa,IL,10,10,1.1,40,9,2014,interceptions
24,Carlos,Sweeney,Carlos Sweeney,/tn/gatlinburg/gatlinburg-pittman-highlanders/athletes/carlos-sweeney/football/stats/?careerid=taa2kfphlcaj3,taa2kfphlcaj3,"DB, WR",Gatlinburg-Pittman,TN,10,10,1.1,126,9,2014,interceptions
25,Jack,Dixson,Jack Dixson,/fl/belle-isle/cornerstone-charter-academy-ducks/athletes/jack-dixson/football/stats/?careerid=0gv7t5gq5ed55,0gv7t5gq5ed55,"WR, DB",Cornerstone Charter Academy,FL,10,10,1.0,77,10,2014,interceptions
26,Spencer,Schuller,Spencer Schuller,/az/bisbee/bisbee-pumas/athletes/spencer-schuller/football/stats/?careerid=ad867oorc9ro8,ad867oorc9ro8,"WR, CB",Bisbee,AZ,10,10,1.0,197,10,2014,interceptions
27,Christian,Sanchez,Christian Sanchez,/az/chandler/valley-christian-trojans/athletes/christian-sanchez/football/stats/?careerid=iu01sn25ilfsc,iu01sn25ilfsc,"WR, CB",Valley Christian,AZ,10,10,0.9,178,11,2014,interceptions
28,Alex,Travis,Alex Travis,/ms/carriere/pearl-river-central-blue-devils/athletes/alex-travis/football/stats/?careerid=7a59fagjtt566,7a59fagjtt566,CB,Pearl River Central,MS,10,10,0.9,140,11,2014,interceptions
29,Denver,Mcquary,Denver Mcquary,/ms/houston/houston-hilltoppers/athletes/denver-mcquary/football/stats/?careerid=bsv0h4knrbn99,bsv0h4knrbn99,"WR, DB",Houston,MS,10,10,0.9,230,11,2014,interceptions
30,Stefan,Ball,Stefan Ball,/ga/sugar-hill/lanier-longhorns/athletes/stefan-ball/football/stats/?careerid=ik6r64j94h6td,ik6r64j94h6td,"FS, WR",Lanier,GA,10,10,0.9,247,11,2014,interceptions
31,John,Scognamiglio,John Scognamiglio,/ca/fremont/california-school-for-the-deaf-eagles/athletes/john-scognamiglio/football/stats/?careerid=s7cb728sjs7dd,s7cb728sjs7dd,"WR, CB",California School for the Deaf,CA,10,10,0.9,0,11,2014,interceptions
32,Alejandro,Morales,Alejandro Morales,/ca/sunnyvale/fremont-firebirds/athletes/alejandro-morales/football/stats/?careerid=6metla0p9c0o8,6metla0p9c0o8,"WR, S",Fremont,CA,10,10,0.9,161,11,2014,interceptions
33,Malik,Burgess,Malik Burgess,/sc/florence/south-florence-bruins/athletes/malik-burgess/football/stats/?careerid=ns4roo1f69ldd,ns4roo1f69ldd,CB,South Florence,SC,10,10,0.8,0,12,2014,interceptions
34,Stephen,Marinas,Stephen Marinas,/fl/orlando/orlando-christian-prep-warriors/athletes/stephen-marinas/football/stats/?careerid=c1akq1u5avci2,c1akq1u5avci2,"QB, FS",Orlando Christian Prep,FL,10,10,0.8,0,12,2014,interceptions
35,Kenyan,Houston,Kenyan Houston,/ga/fairburn/langston-hughes-panthers/athletes/kenyan-houston/football/stats/?careerid=09vp9qlf0e466,09vp9qlf0e466,"WR, CB",Langston Hughes,GA,10,10,0.8,83,12,2014,interceptions
36,Daniel,Hiser,Daniel Hiser,/az/tempe/tempe-prep-knights/athletes/daniel-hiser/football/stats/?careerid=tavoos9bti9ff,tavoos9bti9ff,"WR, S",Tempe Prep,AZ,10,10,0.8,165,13,2014,interceptions
37,Dylan,Guldager,Dylan Guldager,/in/elkhart/jimtown-jimmies/athletes/dylan-guldager/football/stats/?careerid=umh6jcu5gv411,umh6jcu5gv411,"WR, DB",Jimtown,IN,10,10,0.8,0,13,2014,interceptions
38,Bradley,Mickey,Bradley Mickey,/ca/arroyo-grande/arroyo-grande-eagles/athletes/bradley-mickey/football/stats/?careerid=b365ffm5jf6l5,b365ffm5jf6l5,"DB, CB",Arroyo Grande,CA,10,10,0.8,196,13,2014,interceptions
39,Jonnas,Spivey,Jonnas Spivey,/ms/bay-springs/bay-springs-bulldogs/athletes/jonnas-spivey/football/stats/?careerid=hklahfi75ia55,hklahfi75ia55,"WR, QB",Bay Springs,MS,10,10,0.8,421,13,2014,interceptions
40,Johnathon,Edwards,Johnathon Edwards,/ms/philadelphia/philadelphia-tornadoes/athletes/johnathon-edwards/football/stats/?careerid=3dmpnpp1ec8ff,3dmpnpp1ec8ff,"QB, WR",Philadelphia,MS,10,10,0.8,122,13,2014,interceptions
41,Chris,Smith,Chris Smith,/ms/louisville/nanih-waiya-warriors/athletes/chris-smith/football/stats/?careerid=s84gcs16l7hj3,s84gcs16l7hj3,"RB, DB",Nanih Waiya,MS,10,10,0.7,0,14,2014,interceptions
42,Garryn,Chowns,Garryn Chowns,/la/monroe/ouachita-christian-eagles/athletes/garryn-chowns/football/stats/?careerid=srgu2mnpied66,srgu2mnpied66,"WR, CB",Ouachita Christian,LA,10,10,0.7,198,14,2014,interceptions
43,Tyler,Weller,Tyler Weller,/in/new-carlisle/new-prairie-cougars/athletes/tyler-weller/football/stats/?careerid=17jjn1a9onfue,17jjn1a9onfue,"CB, RB",New Prairie,IN,10,10,0.7,5,15,2014,interceptions
44,Connor,Mcginnis,Connor Mcginnis,/ok/oklahoma-city/heritage-hall-chargers/athletes/connor-mcginnis/football/stats/?careerid=m3mes5hp981k4,m3mes5hp981k4,"QB, FS",Heritage Hall,OK,10,10,0.7,140,15,2014,interceptions
45,Landon,Gonzales,Landon Gonzales,/tx/graham/graham-steers/athletes/landon-gonzales/football/stats/?careerid=qgk3f92rbhe99,qgk3f92rbhe99,"CB, WR",Graham,TX,10,10,0.7,171,15,2014,interceptions
46,Jacob,Demille,Jacob Demille,/wi/de-pere/de-pere-redbirds/athletes/jacob-demille/football/stats/?careerid=eg7rjr4lhb077,eg7rjr4lhb077,"SS, LS",De Pere,WI,9,9,1.0,0,9,2014,interceptions
47,Levi,Leiferman,Levi Leiferman,/ia/panora/panorama-panthers/athletes/levi-leiferman/football/stats/?careerid=lt326b6h4pam6,lt326b6h4pam6,"SB, WR",Panorama,IA,9,9,1.0,22,9,2014,interceptions
