interceptions_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,total_interceptions,interceptions_per_game,interception_yards,games_played,year,category
1,Isaac,Briar,Isaac Briar,/ks/sterling/sterling-black-bears/athletes/isaac-briar/football/stats/?careerid=kkopc532h7obb,kkopc532h7obb,WR,Sterling,KS,30,30,3.3,30,9,2022,interceptions
2,Quin,Leonard,Quin Leonard,/tx/round-rock/austin-crusaders-homeschool-crusaders/athletes/quin-leonard/football/stats/?careerid=dh0mij14lo711,dh0mij14lo711,"WR, DB",Austin Crusaders HomeSchool,TX,15,15,1.5,187,10,2022,interceptions
3,Kevin,Dodard,Kevin Dodard,/tx/fort-worth/lake-country-christian-eagles/athletes/kevin-dodard/football/stats/?careerid=h83bn77ge4g44,h83bn77ge4g44,SS,Lake Country Christian,TX,12,12,1.2,157,10,2022,interceptions
4,Jack,Nash,Jack Nash,/ak/palmer/colony-knights/athletes/jack-nash/football/stats/?careerid=1rhseqn7bm0vf,1rhseqn7bm0vf,"FS, WR",Colony,AK,12,12,1.1,231,11,2022,interceptions
5,Gage,Sorey,Gage Sorey,/ms/flowood/hartfield-academy-hawks/athletes/gage-sorey/football/stats/?careerid=vm2hlcnaq8vn7,vm2hlcnaq8vn7,"WR, SS",Hartfield Academy,MS,12,12,1.0,145,12,2022,interceptions
6,Dionte,Neal,Dionte Neal,/nc/reidsville/reidsville-rams/athletes/dionte-neal/football/stats/?careerid=8ehdvfi74q5dd,8ehdvfi74q5dd,"WR, DB",Reidsville,NC,12,12,0.8,289,16,2022,interceptions
7,Stetson,Schafer,Stetson Schafer,/ks/cherryvale/cherryvale-chargers/athletes/stetson-schafer/football/stats/?careerid=mglf20ho2sul5,mglf20ho2sul5,"WR, TE",Cherryvale,KS,11,11,1.2,130,9,2022,interceptions
8,Keon,Tucker,Keon Tucker,/ms/noxapater/noxapater-tigers/athletes/keon-tucker/football/stats/?careerid=1hhai8mro12o8,1hhai8mro12o8,WR,Noxapater,MS,11,11,1.2,29,9,2022,interceptions
9,Isaiah,Warnick,Isaiah Warnick,/al/falkville/falkville-blue-devils/athletes/isaiah-warnick/football/stats/?careerid=qdig6j9f101ee,qdig6j9f101ee,"WR, FS",Falkville,AL,11,11,1.1,103,10,2022,interceptions
10,Jabrae,Shaw,Jabrae Shaw,/ar/little-rock/mills-university-studies-comets/athletes/jabrae-shaw/football/stats/?careerid=5f4i6ek139d66,5f4i6ek139d66,"RB, CB",Mills University Studies,AR,11,11,0.9,0,12,2022,interceptions
11,Dre,Miller-ross,Dre Miller-ross,/pa/mckees-rocks/sto-rox-vikings/athletes/dre-miller-ross/football/stats/?careerid=g3dqh4goq5on7,g3dqh4goq5on7,"FS, CB",Sto-Rox,PA,11,11,0.9,319,12,2022,interceptions
12,Brent,Green,Brent Green,/ca/dixon/dixon-rams/athletes/brent-green/football/stats/?careerid=b6rtnlfat29n7,b6rtnlfat29n7,"WR, FS",Dixon,CA,11,11,0.8,80,13,2022,interceptions
13,Keilan,Robinson,Keilan Robinson,/ok/hooker/hooker-bulldogs/athletes/keilan-robinson/football/stats/?careerid=ajf5r4sec4d77,ajf5r4sec4d77,"WR, CB",Hooker,OK,11,11,0.8,250,13,2022,interceptions
14,Mikhail,Benner,Mikhail Benner,/co/broomfield/broomfield-eagles/athletes/mikhail-benner/football/stats/?careerid=m5bler976ahi2,m5bler976ahi2,CB,Broomfield,CO,11,11,0.8,143,14,2022,interceptions
15,Bendedict,Drewry,Bendedict Drewry,/ca/torrance/bishop-montgomery-knights/athletes/bendedict-drewry/football/stats/?careerid=fo87p5oktll11,fo87p5oktll11,"WR, CB",Bishop Montgomery,CA,11,11,0.8,149,14,2022,interceptions
16,Team,Team,Team Team,/pa/danville/danville-ironmen/athletes/team-team/football/stats/?careerid=aiijr9vafqhvf,aiijr9vafqhvf,,Danville,PA,10,10,1.7,0,6,2022,interceptions
17,Chris,Little,Chris Little,/mi/beverly-hills/groves-falcons/athletes/chris-little/football/stats/?careerid=t6n7n6a57j6k4,t6n7n6a57j6k4,,Groves,MI,10,10,1.4,25,7,2022,interceptions
18,Adam,Meiner,Adam Meiner,/nj/basking-ridge/ridge-red-devil/athletes/adam-meiner/football/stats/?careerid=3fkpl9a8hngk4,3fkpl9a8hngk4,,Ridge,NJ,10,10,1.1,37,9,2022,interceptions
19,Braden,Revermann,Braden Revermann,/il/breese/breese-central-cougars/athletes/braden-revermann/football/stats/?careerid=2ber3dhb05btd,2ber3dhb05btd,"WR, DB",Breese Central,IL,10,10,0.9,100,11,2022,interceptions
20,Isaac,Smith,Isaac Smith,/ms/fulton/itawamba-agricultural-indians/athletes/isaac-smith/football/stats/?careerid=rh7sag89evgg0,rh7sag89evgg0,"FS, WR",Itawamba Agricultural,MS,10,10,0.9,268,11,2022,interceptions
21,Jamarcus,Jones,Jamarcus Jones,/tx/falfurrias/falfurrias-fightin-jerseys/athletes/jamarcus-jones/football/stats/?careerid=jq7t1ln14kgff,jq7t1ln14kgff,"QB, WR",Falfurrias,TX,10,10,0.9,60,11,2022,interceptions
22,Zach,Lamoureux,Zach Lamoureux,/al/guin/marion-county-red-raiders/athletes/zach-lamoureux/football/stats/?careerid=dhtdpisfq33j3,dhtdpisfq33j3,"WR, CB",Marion County,AL,10,10,0.9,70,11,2022,interceptions
23,Garret,Britt,Garret Britt,/nc/newton-grove/hobbton-wildcats/athletes/garret-britt/football/stats/?careerid=1qcjhslvp7aaa,1qcjhslvp7aaa,OLB,Hobbton,NC,10,10,0.8,0,12,2022,interceptions
24,Yasir,Winston,Yasir Winston,/mo/lees-summit/lees-summit-north-broncos/athletes/yasir-winston/football/stats/?careerid=48nqk81ujf2k4,48nqk81ujf2k4,WR,Lee's Summit North,MO,10,10,0.8,0,12,2022,interceptions
25,Isaac,Weaver,Isaac Weaver,/nc/andrews/andrews-wildcats/athletes/isaac-weaver/football/stats/?careerid=src8cegikl1o8,src8cegikl1o8,"RB, FS",Andrews,NC,10,10,0.8,124,12,2022,interceptions
26,Austin,Toth,Austin Toth,/mi/trenton/trenton-trojans/athletes/austin-toth/football/stats/?careerid=7h97s61eguol5,7h97s61eguol5,"SS, CB",Trenton,MI,10,10,0.8,0,12,2022,interceptions
27,Jayce,Brown,Jayce Brown,/fl/fort-walton-beach/choctawhatchee-indians/athletes/jayce-brown/football/stats/?careerid=2f9l2s5mq49bb,2f9l2s5mq49bb,WR,Choctawhatchee,FL,10,10,0.8,187,13,2022,interceptions
28,Kadiyon,Sweat,Kadiyon Sweat,/ut/lehi/lehi-pioneers/athletes/kadiyon-sweat/football/stats/?careerid=r9sto5iq4iri2,r9sto5iq4iri2,SS,Lehi,UT,10,10,0.7,180,14,2022,interceptions
